age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,age_cat,score_text,decile_score,sex_Male,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_M,type_of_assessment_Risk of Recidivism,two_year_recid
-0.9360957327957741,-0.14837614455420603,-0.18309303046710093,1.9305575582613101,0.07131389632520463,-0.0644387913212504,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5
0.6779880357814161,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.32585432798489006,-0.12001798713545445,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0
0.7629398130749525,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.7230225522949847,-0.05208785891809394,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5
0.6779880357814161,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.12727021582984271,-0.0644387913212504,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0
0.33818092660727084,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.7230225522949847,-0.0644387913212504,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.0210475100893104,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.12727021582984271,-0.05208785891809394,0.0,2.0,2.0,5.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0
0.16827737202019818,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.7230225522949847,-0.05208785891809394,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0177951449555613,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.5244384401399373,-0.29910650698122304,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.16827737202019818,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.7230225522949847,-0.05208785891809394,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5
-0.8511439555022378,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.12727021582984271,-0.0644387913212504,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.3414332917410198,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,0.4684821206352993,-0.0644387913212504,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.4619753589456788,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,1.8585709057206308,-0.0644387913212504,0.0,1.0,2.0,5.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0
-0.25648151444748346,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.7230225522949847,-0.0644387913212504,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5
0.08332559472666184,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.12727021582984271,0.6025115584491982,0.0,0.0,1.0,2.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0
-0.7661921782087014,-0.14837614455420603,-0.18309303046710093,1.9305575582613101,0.26989800848025197,-0.0644387913212504,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5
1.697409363303852,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.7230225522949847,-0.0644387913212504,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-0.17152973715394712,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,0.07131389632520463,-0.0644387913212504,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.9360957327957741,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.5244384401399373,-0.05208785891809394,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
-0.5113368463280924,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.7230225522949847,-0.05208785891809394,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5
-1.190951064676383,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,-0.32585432798489006,-0.0644387913212504,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.3576022541297068,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,0.6670662327903466,-0.0644387913212504,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0
-0.8511439555022378,-0.14837614455420603,-0.18309303046710093,-0.2225664136338829,1.0642344571004414,-0.0644387913212504,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
